wagon_weight_in_ton,cargo_weight,Distance,dist_opt,Path_is_optimal
1345,1065,670,3,0
645,680,2723,3,1
998,855,564,4,0
551,1277,950,3,0
1078,1599,2473,2,1
1045,472,1216,2,0
1254,408,2509,4,0
816,1211,1835,3,0
1354,672,701,3,0
535,500,1799,2,1
1217,1388,2287,2,0
674,1527,847,5,0
1199,656,1831,2,1
1499,1033,1862,5,0
1227,476,1813,5,0
1357,1266,1761,2,1
811,725,1398,3,0
743,1361,2108,5,1
677,1062,2045,3,1
835,722,1522,2,1
720,544,2464,2,0
738,1004,608,4,0
804,806,2461,3,1
961,1466,2565,4,1
731,496,2496,5,0
541,1110,2311,3,0
732,812,654,4,1
1366,1100,2932,2,1
1472,1008,1599,4,0
632,1471,1968,5,1
997,418,2206,2,1
1496,1059,1550,5,1
1263,974,2817,4,1
1078,983,471,4,1
581,1333,1815,4,1
783,450,675,3,1
1135,783,1008,2,1
617,570,2290,3,1
1038,1435,2331,5,0
782,1202,643,2,1
527,942,1171,2,1
501,1553,1019,3,1
816,540,1804,4,1
644,1051,333,2,0
1418,958,1454,2,0
956,1163,2095,4,0
991,565,1463,4,1
1368,1196,2954,3,0
703,798,485,3,1
1155,703,1184,3,0
1084,770,915,4,0
802,1092,596,5,1
1024,1151,1335,2,1
1467,419,838,2,1
1355,976,2609,2,1
1337,697,304,5,1
690,916,1758,2,0
870,722,2063,5,0
1305,1074,2683,4,0
1338,1573,1680,5,0
1160,882,1214,5,0
1100,454,2387,4,0
1303,1195,124,3,0
631,730,2143,4,1
532,1232,573,4,0
1175,990,1888,4,0
571,1512,2588,5,1
543,485,2444,3,0
1478,447,355,3,0
722,1479,529,3,1
1051,1224,1346,3,1
1041,1080,1211,2,0
1208,591,334,3,0
1044,843,498,3,1
652,612,311,5,1
937,1492,2736,5,0
986,807,1155,2,1
934,766,2387,5,0
708,1417,1069,5,0
1224,1351,2759,3,0
1280,510,1824,5,0
1108,1404,1178,4,0
1257,1335,1375,4,1
1489,1084,643,4,1
1363,767,1194,3,0
816,1594,100,5,0
658,542,696,3,1
1404,883,2849,2,1
1257,880,177,2,0
1400,1447,2284,2,1
1426,1414,752,4,0
1302,867,129,4,0
767,1058,2263,3,0
1022,942,2796,3,1
570,844,839,5,0
1299,1208,957,5,0
1245,632,254,2,0
1176,1151,2055,4,1
1348,1570,2867,5,0
1283,1243,1760,2,1
847,720,1471,2,1
599,1006,554,3,0
1446,1467,1187,2,1
1155,742,2373,4,1
1323,812,547,5,1
1483,532,1198,5,1
940,1431,459,4,1
798,1263,2301,5,1
768,1256,1616,4,0
1163,957,2513,2,1
885,680,1817,3,1
817,1127,537,4,0
1115,995,2648,3,1
639,1445,432,4,1
1237,1218,1398,2,1
1257,842,182,2,1
1439,721,933,3,0
1006,926,633,5,1
1489,1299,1744,5,1
1144,758,1690,2,0
962,994,846,4,0
991,1378,1646,2,0
1404,587,1722,5,0
906,1155,499,5,1
924,1526,1506,2,1
911,534,2970,3,0
916,970,2567,5,0
1111,635,726,4,0
1455,1200,1638,3,1
815,1568,424,4,1
1247,1408,2217,4,0
500,626,1713,4,0
1249,675,1464,4,1
1352,688,1137,3,1
525,1004,2928,3,1
985,1259,1350,3,0
1415,708,1065,4,1
1218,1205,1878,2,0
580,1229,1771,2,1
991,1201,2432,4,0
821,785,899,5,0
946,930,825,2,0
850,1580,1021,4,1
620,1315,250,2,0
1372,562,2155,5,1
1444,533,2776,5,1
780,1214,2649,2,0
1410,1035,1651,3,1
1163,1081,2919,5,1
561,732,2338,4,1
948,1070,1402,2,0
867,716,2801,4,1
636,911,335,2,1
1241,626,2215,2,1
1147,1504,2832,5,1
840,1394,2468,5,0
1374,745,1111,5,1
1475,846,2587,4,0
912,656,1755,4,1
889,718,2223,2,0
1346,914,353,4,0
728,1008,2795,4,1
1414,1414,1782,2,1
927,486,2194,4,0
846,1518,757,3,0
1344,972,676,5,1
583,553,1087,2,1
1431,852,2796,4,0
1203,1558,2220,2,0
1344,1265,2320,2,0
631,941,824,5,1
885,1580,1184,3,0
1221,1235,444,3,1
847,1192,353,2,1
590,632,309,3,0
920,472,116,5,0
839,1322,1116,3,0
942,650,1259,2,0
1278,1112,1317,2,1
508,1348,2423,3,0
1312,1206,1492,2,1
1150,1598,2482,2,0
1297,1284,889,2,1
538,1396,1420,3,0
796,1081,1806,4,0
773,842,279,4,0
688,1172,1704,5,0
514,588,852,4,0
783,816,2474,2,0
580,1574,1684,2,0
1108,781,907,4,0
925,1330,988,4,1
1168,584,2482,2,0
1122,743,1858,4,1
1074,667,2660,5,0
1093,777,1265,4,0
1181,610,850,4,1
1164,1353,2740,2,1
1327,706,2400,2,0
1437,1361,1454,5,0
1091,1016,723,3,1
1441,1463,2039,3,1
1287,1028,2004,3,1
1493,980,500,4,1
656,965,384,2,0
1423,1423,984,5,0
633,697,2590,4,1
1400,1278,1489,2,1
564,1513,2470,2,0
960,1533,836,2,1
573,1021,1087,3,0
1365,443,1929,3,0
1233,1383,436,4,0
746,883,1268,3,1
1169,576,1728,4,0
1464,729,2351,5,0
1266,834,275,2,0
552,412,373,3,0
1437,659,759,2,0
1333,523,336,5,1
1336,1109,888,5,0
603,477,417,3,1
1020,794,1510,4,0
810,1000,264,2,0
990,1532,1516,4,0
1068,954,1331,3,0
964,1498,2198,4,0
1464,591,2661,4,1
1489,697,502,4,1
1193,1135,529,5,0
1185,789,2754,2,0
538,1446,232,5,1
1061,832,927,3,0
794,1331,2483,4,1
690,931,2617,4,0
689,506,1380,4,1
873,969,2690,4,0
702,1439,1594,4,1
1386,922,1320,2,1
1286,1270,810,2,0
1222,632,467,2,0
838,1195,610,2,0
838,1345,183,4,0
781,446,2084,4,1
947,612,2089,4,1
647,655,779,3,1
704,1094,1808,2,1
1180,897,1051,3,1
780,602,664,3,0
622,853,889,3,1
1097,589,1515,4,1
1439,1323,1095,2,0
989,1412,2507,2,1
1251,888,1442,5,1
708,515,820,5,1
1088,1102,569,3,0
945,832,2082,4,1
1057,939,1340,3,0
1046,1050,278,5,1
1458,548,1346,3,1
649,666,2555,4,0
788,874,399,2,1
631,1599,1147,2,1
1132,451,2617,2,0
595,940,365,3,1
757,1025,2691,2,1
713,673,1865,3,1
1207,1204,907,4,1
539,787,955,3,0
810,1242,238,3,1
1345,1533,388,4,1
647,1455,484,2,0
764,790,2054,3,1
682,1077,1209,5,0
816,1197,2980,5,0
704,560,1273,4,0
565,1547,1454,2,0
1471,1192,1536,2,1
688,1523,610,4,0
626,906,2524,5,0
1073,557,1390,2,1
954,993,919,5,0
682,849,406,5,1
660,488,2926,3,0
1240,1598,1014,2,1
908,1145,1790,2,1
1090,504,1248,3,1
1212,971,378,2,0
1278,1365,2469,3,0
511,684,1056,3,0
1358,589,1349,2,0
1433,1241,2705,4,0
1464,653,1143,3,1
1304,501,1614,3,0
781,545,1968,3,1
923,1082,1605,2,1
665,702,1306,5,0
1291,1117,1882,4,0
1199,1570,307,4,0
768,1490,522,2,0
554,1358,561,4,0
1121,516,221,2,0
1456,802,1031,3,1
525,801,2107,2,0
1203,532,2168,4,0
1428,1002,1293,4,0
1093,583,1367,3,1
788,438,465,5,1
896,1188,338,2,0
1423,1355,1950,3,1
533,1196,2104,5,1
1378,406,1969,5,0
1144,486,1787,3,0
1157,691,1413,3,0
1209,686,2387,2,0
647,1349,1275,4,0
966,741,1231,4,1
1393,800,1065,2,1
1305,1323,846,3,1
744,474,1440,3,0
709,1397,1031,3,1
893,1114,738,2,1
516,1442,1871,2,0
1050,1476,748,2,1
964,951,333,4,1
1149,989,1827,5,1
786,996,2900,4,1
571,730,820,5,0
915,1201,1980,3,1
1456,440,2278,2,1
501,1444,721,3,1
1167,546,377,3,1
566,530,1577,5,1
1249,1310,2776,5,0
802,488,1796,3,1
664,911,2749,5,0
898,527,2394,5,0
613,1495,2126,5,0
1213,1468,938,4,0
1469,941,2815,3,0
1395,1157,850,5,0
1025,1446,2509,3,1
697,984,2691,5,1
756,955,2794,4,0
598,1053,2605,4,0
1322,1088,806,4,1
1236,1472,1413,5,1
610,754,394,2,0
965,529,835,4,1
1061,545,2209,3,0
507,1296,1747,2,1
1471,1536,2721,2,1
1193,946,171,2,1
1490,845,2759,3,0
718,618,851,5,0
1298,497,815,5,0
966,986,556,2,0
1026,622,1174,2,1
946,1162,404,2,0
1410,1024,2706,4,0
861,1181,1320,5,1
1198,1173,1726,4,1
741,451,112,3,0
1440,715,759,5,0
1152,662,239,2,0
957,493,525,4,1
1162,1065,228,5,1
1074,1577,1620,2,0
1128,701,2742,4,1
654,1504,258,5,1
753,982,1114,5,1
1050,896,2333,5,0
1146,1595,180,5,1
1191,1205,2803,5,0
741,557,1189,5,0
1354,1269,2053,5,0
1323,762,2283,3,1
696,1419,841,5,1
1276,540,102,3,0
1430,1491,2949,2,0
1108,688,2642,4,0
881,1313,1783,3,1
514,1261,2821,5,0
1316,1318,1653,2,0
1267,620,1916,2,1
575,1159,1107,4,1
999,580,585,2,0
1211,837,234,3,0
1387,770,2014,5,1
538,1301,246,5,1
986,1103,1598,4,1
659,1031,2985,5,1
797,1149,1059,5,0
783,1248,1346,3,1
589,1501,1817,5,1
604,1041,2313,2,1
1346,409,1553,4,0
1401,1251,2111,2,1
1172,1010,2347,4,1
521,959,515,2,0
1387,832,1682,3,0
508,1226,1237,2,1
693,420,2927,5,0
1338,1183,2191,2,1
1377,1568,131,4,0
1186,955,1783,3,1
691,547,1169,4,0
690,763,743,4,0
1146,860,1242,4,0
1061,1165,912,4,1
1116,1381,130,2,1
1453,1297,1256,5,0
1235,1478,969,5,0
1032,432,175,4,0
526,1065,1210,5,0
1067,556,1065,3,1
1191,1061,2713,3,1
1120,822,1429,4,0
1237,947,2609,5,0
1234,1016,1839,3,0
638,1032,2915,4,0
738,832,473,5,0
1479,851,2204,3,0
1248,677,1135,5,1
1494,1270,993,3,1
1125,548,460,3,1
760,1258,1510,2,1
1024,400,436,5,0
552,423,1114,2,0
741,1555,874,3,0
1029,467,2936,3,0
744,1336,971,2,1
647,1368,616,2,1
802,1545,1839,5,0
627,1206,1980,5,1
892,1340,270,3,0
1278,1407,193,2,0
878,742,757,4,1
995,1110,1092,3,0
577,696,1145,2,0
1200,1532,2812,5,0
969,909,2777,4,0
1302,1196,157,3,0
828,766,1297,4,1
783,474,1883,5,0
817,1014,280,4,1
1399,1572,1341,4,0
1009,436,1358,5,1
800,981,1221,4,1
1255,1363,2964,3,0
1201,1320,356,5,0
578,545,957,4,1
606,1188,898,4,0
1417,719,1557,5,1
1190,1278,1878,4,1
934,655,1546,4,1
1381,1573,2762,2,0
657,1036,1858,4,1
505,1256,2420,3,0
805,1417,1579,3,1
694,1150,2589,5,1
610,1518,2078,4,1
1306,1214,188,5,0
1352,1079,1670,5,0
695,818,1053,5,0
1153,1226,2964,4,1
1077,1124,1603,4,0
1288,1496,1108,2,0
1453,861,1454,4,0
923,1582,1621,4,1
1057,706,2947,5,0
558,452,2208,2,0
1478,713,2811,3,0
1246,1265,1981,5,1
619,665,573,2,1
915,1351,665,3,1
1062,407,1011,2,0
1263,1314,1038,4,0
1024,1069,2928,3,0
1185,1023,695,5,0
773,997,214,5,0
1335,1283,1609,4,1
1209,1531,681,5,0
590,1015,783,4,0
1411,1105,965,3,0
878,1557,1974,5,1
600,897,2664,3,1
845,1495,1078,2,1
794,1402,921,3,1
1000,1519,1347,2,0
573,639,842,3,0
500,1041,2565,2,1
1138,551,1220,4,0
1463,506,1124,5,0
1206,1052,2923,5,1
546,824,1114,5,1
1232,475,2983,2,1
946,677,896,2,0
1230,1501,201,3,1
1169,1176,1010,3,0
1176,670,2412,5,1
1116,1035,1532,4,0
1044,1055,309,4,0
972,1030,2265,2,0
769,934,669,5,0
526,944,942,4,0
1369,888,2019,3,1
1404,1292,1577,3,1
662,871,1655,2,0
754,1138,2237,5,1
1499,1329,2995,5,1
972,901,156,3,0
1325,1251,2194,3,1
893,1068,1841,5,1
787,1174,1114,4,0
561,473,175,2,0
910,427,965,5,0
805,1113,1784,4,1
844,617,655,4,0
1067,934,207,4,0
1181,879,961,5,1
1213,1193,1822,4,1
1315,673,1411,2,0
1409,440,205,3,0
787,1013,667,4,0
626,566,2508,4,0
605,1352,1655,4,1
1391,939,2763,3,0
687,1153,2011,5,0
997,555,1048,5,0
720,1058,192,5,0
948,1047,1797,4,0
1307,598,472,4,0
878,1582,370,4,1
1012,542,1651,2,1
1261,637,1637,5,1
1310,1539,2225,4,1
1267,1111,2492,4,1
709,1448,2794,5,1
1401,1483,1381,3,1
1101,797,931,3,0
776,1475,513,5,0
611,1026,1541,2,1
1478,1379,429,2,0
845,814,2548,5,0
912,536,681,2,0
935,1402,2426,5,0
973,448,2476,5,1
911,1448,657,5,1
1250,477,738,4,0
910,533,2350,3,1
1129,1370,179,4,1
934,1311,989,3,0
1477,696,2677,3,1
713,1078,2270,5,0
1290,1095,1070,4,1
787,911,401,2,1
1286,1456,694,5,0
1187,1149,1822,5,0
646,662,1550,5,0
1324,577,1774,5,1
656,1580,722,4,0
664,1126,651,4,1
631,1555,1837,2,1
563,400,2498,5,0
823,450,775,5,0
1147,1082,1081,2,1
1131,1010,179,4,0
1292,560,2302,3,1
1475,1404,2645,2,1
642,1378,2555,2,0
760,1534,562,2,1
1476,1165,1313,4,1
612,1408,1510,2,0
606,430,2285,3,1
655,1153,2091,2,1
700,533,257,2,0
1242,557,2551,3,1
1437,1106,662,4,1
691,1128,2146,5,1
521,558,1070,3,1
1168,1433,1105,5,1
1284,1134,1186,4,0
678,998,976,3,0
764,545,2205,4,1
661,959,1807,3,0
1446,1331,199,4,1
907,473,1167,3,1
601,1349,1712,3,1
1162,512,309,3,0
1233,1038,2895,4,1
1128,584,1667,4,0
848,731,2823,3,0
1273,652,2329,2,0
1205,688,2575,5,1
804,809,2034,2,0
1042,1300,2210,2,0
642,1209,2416,2,0
686,733,687,4,0
1279,456,2441,4,1
708,706,2846,3,0
1324,533,442,5,0
759,793,2089,5,0
1269,695,631,2,0
1260,1006,160,4,1
766,1084,1113,3,0
1420,530,2177,4,0
895,974,2364,5,0
889,592,1263,4,1
634,678,2518,5,0
662,1245,1332,3,1
970,1179,2483,3,0
1004,1450,2762,2,0
1083,941,1122,2,0
1153,1014,1774,3,0
1383,489,2806,2,0
1209,960,1692,3,1
1031,1377,481,4,1
1102,1495,108,5,0
1481,946,1875,4,0
1029,1332,1386,3,0
587,489,1553,5,1
1425,1121,1675,3,0
954,1291,2651,5,1
1139,1292,1993,5,0
859,978,2335,4,0
911,1424,2059,3,1
1214,1355,1542,3,0
1362,500,1738,5,1
838,1388,1745,5,1
1044,1442,1546,4,1
1451,1560,1126,3,1
1487,1337,627,5,1
1219,1197,2379,3,1
947,1201,1715,3,0
1300,686,193,2,1
970,1133,477,2,1
1191,1280,1997,5,1
549,939,1121,2,0
691,1288,1353,3,1
840,1004,2146,2,0
1406,1192,2363,4,1
561,1125,701,4,1
932,1042,593,5,1
519,1397,2578,4,0
744,865,1186,4,1
968,1100,974,5,1
512,417,607,2,1
669,686,320,4,1
1202,1411,246,4,0
675,1283,2586,2,1
980,1585,941,2,1
1099,504,1878,5,0
744,782,689,4,1
1003,895,2387,4,1
758,1148,268,3,1
1374,1476,2703,4,0
537,998,1520,4,1
1068,886,868,4,1
839,1546,2314,2,0
668,1518,2033,2,0
742,680,2016,3,0
984,1424,1739,4,1
937,1548,2616,5,0
889,1407,2941,2,0
944,1223,2826,2,1
1269,831,2318,5,1
1249,1502,998,5,1
1482,897,1050,4,1
1123,1317,329,4,0
1454,1194,2729,3,1
711,1246,1675,4,1
728,1491,102,3,0
608,629,2410,4,0
1045,505,2425,3,0
927,707,2955,4,1
1182,971,1833,5,1
952,1279,2235,4,1
1329,546,1969,3,1
1292,1255,613,2,1
1444,830,1674,5,0
1310,1238,1644,3,1
1354,1444,1743,5,1
1424,1548,1803,4,0
737,420,2850,5,0
1355,791,2351,3,1
1477,970,1354,3,0
777,1013,1806,5,0
604,836,1320,3,1
510,1038,864,3,0
995,1542,674,5,0
848,1308,800,2,1
1078,423,2024,5,1
759,596,631,5,0
838,1116,1386,3,0
1056,582,2227,4,0
1254,906,663,3,0
1068,1342,2433,4,1
1486,605,1320,5,0
1201,491,2014,3,1
1207,987,2724,3,1
559,403,2810,5,1
826,424,382,5,0
1110,563,2100,4,0
1203,1454,2267,2,1
1119,813,392,5,1
883,782,1057,3,0
1014,1060,985,5,0
1377,1011,2324,5,0
1439,1490,1122,4,0
619,451,1129,2,0
956,1249,1833,4,0
1093,1217,931,5,0
978,1470,2083,4,0
871,1511,696,5,1
1004,1075,2063,5,1
538,1346,1346,5,1
1481,618,2027,3,0
723,622,1959,4,0
1234,730,2044,2,1
1016,991,2242,4,0
834,837,419,5,1
647,879,617,3,0
1416,724,1415,5,0
1321,1132,2316,3,1
937,436,629,3,1
1162,822,2126,4,0
1385,1058,1506,2,0
1354,959,2198,3,1
1409,1513,523,4,1
697,1239,484,2,1
751,746,1289,3,1
1130,1260,177,4,1
1058,1236,2505,2,0
1359,559,1138,3,0
844,1036,2432,3,1
812,1169,1211,3,1
1307,1216,2450,3,1
819,990,2836,2,0
1306,1358,2542,3,1
1089,1400,2893,4,1
1473,829,258,5,0
793,1481,2546,3,1
1352,1049,309,4,0
1239,919,596,5,1
1305,585,1753,4,1
1268,901,952,4,1
1429,1575,2886,2,0
1442,949,355,3,0
1332,596,2925,4,1
687,1361,286,2,0
637,1175,605,5,1
1250,1466,718,2,1
1292,1090,919,3,1
1264,848,1979,2,0
1268,715,2543,4,1
906,1153,2463,5,0
642,959,2413,3,1
795,955,1086,3,1
1307,588,354,4,1
903,697,1058,3,0
901,1061,983,4,0
1287,635,1644,5,0
1221,1454,874,3,1
1226,1416,1194,4,0
1192,638,267,5,0
1205,1557,648,5,1
970,1177,540,4,1
1080,648,508,5,1
803,1262,343,5,1
1129,696,209,2,1
639,1594,1496,5,0
1164,733,2040,5,1
683,905,499,4,1
881,1306,2919,3,1
664,1483,2692,3,1
1421,523,925,5,1
578,1111,2599,4,0
523,590,1846,2,1
978,1058,243,4,1
1370,611,2411,5,1
570,1212,2727,5,1
1312,1090,1330,3,0
1299,1503,1780,2,0
1391,938,1627,3,0
690,1151,2880,5,1
862,1121,2293,2,0
1334,903,1014,4,1
1319,1426,956,2,1
1137,1529,781,2,1
875,1328,2455,2,1
1063,1216,1531,4,0
584,1239,543,4,0
1257,930,408,2,0
562,599,1016,3,1
1092,1500,295,2,0
1104,1419,1505,2,1
840,1038,1069,3,1
1124,1167,2832,4,0
765,950,1007,4,0
1313,783,2298,5,0
627,1506,1202,5,0
1315,1345,461,2,1
1308,736,1074,5,0
1083,1196,410,5,1
500,763,2701,4,1
1430,1059,1992,4,0
834,854,1460,3,0
598,844,623,2,0
846,814,1730,3,1
839,698,2218,4,0
1424,1455,2392,2,0
967,1438,844,4,1
1390,1431,1796,4,0
720,596,2489,4,1
1222,1540,2204,3,1
1074,604,169,4,0
1350,1222,1293,5,1
726,1384,1480,5,0
918,1435,2545,5,0
1377,1353,1745,2,0
989,695,917,4,0
1136,855,1145,5,1
1168,797,753,5,1
1117,910,1237,4,1
1082,816,2167,4,1
684,660,2448,2,0
1053,978,1813,3,1
1210,1127,1592,4,0
911,988,264,3,0
588,1240,1878,4,1
1343,1365,620,2,0
1344,515,624,2,1
931,527,1619,2,0
883,1513,1742,4,1
1216,1575,1040,2,0
1411,475,1368,2,1
1403,446,2127,2,1
769,440,2399,3,0
1029,470,2688,3,1
849,658,2318,5,1
877,1017,750,5,1
1275,1583,1942,2,1
1023,1345,2485,5,1
1402,1584,2235,4,1
922,1262,2850,5,1
1229,1336,1331,3,1
1130,1384,2731,3,1
1328,1579,2386,4,1
771,420,1787,5,1
561,1217,2093,2,1
685,483,2348,4,1
780,1445,2238,5,0
1407,1477,1200,2,0
863,1199,2043,4,0
1151,1271,574,4,1
1001,605,263,5,1
751,1116,1784,3,1
709,943,1987,5,1
901,1297,2910,4,0
691,529,2199,5,1
1094,1203,2344,3,1
727,1384,116,3,0
656,1492,1255,2,1
944,1171,2586,2,0
1175,1341,1729,5,1
1190,1317,1922,5,0
875,867,2721,3,0
901,1265,979,2,1
1380,880,2099,4,1
1209,1540,129,2,1
530,1490,978,4,0
1085,797,989,3,0
1045,768,1255,5,1
1374,1586,1187,4,1
1469,1142,1322,3,1
506,832,1532,4,1
978,1584,219,2,0
1168,772,2885,4,0
714,1418,642,5,0
890,1558,905,3,0
1177,1524,1223,5,1
569,563,578,2,0
939,1557,1725,3,1
1351,1341,2926,5,1
1171,1517,1874,2,0
1066,1533,809,4,1
794,555,1933,5,0
931,786,883,3,0
1486,969,1057,5,0
991,1514,1526,2,1
724,1291,1350,3,1
697,676,2847,3,0
899,1115,930,4,1
917,1472,778,3,0
842,1463,2607,2,1
575,1238,163,5,0
1035,691,445,2,1
754,404,1766,3,1
877,1053,1607,2,0
1296,952,2452,5,1
845,1144,2041,4,1
725,1433,1264,2,1
627,713,856,3,0
798,941,296,2,1
943,438,1646,3,0
1362,597,801,4,1
1330,674,1212,5,1
545,489,1240,3,1
680,947,2877,3,1
1404,1365,1809,3,0
1478,800,693,2,1
509,580,1177,3,0
1245,1098,2168,2,1
955,702,1777,3,1
1289,1168,1082,2,0
784,619,866,4,1
1148,1486,2582,3,1
1052,1440,2652,2,1
1475,932,2792,5,0
777,1510,2110,3,0
1428,572,472,3,1
1452,448,1349,2,1
620,659,2342,5,0
859,642,2166,5,0
829,768,1412,3,1
1362,967,2862,4,1
1442,1216,311,3,1
1449,624,2347,2,0
1036,706,639,5,0
587,1247,1458,4,1
503,1222,533,3,0
971,1323,391,2,0
521,723,196,2,1
867,1381,488,5,0
537,1231,467,4,1
678,484,652,3,1
1187,1299,2789,5,1
909,879,1834,2,1
703,1355,2204,2,0
949,699,2454,5,0
991,616,489,5,1
601,934,2116,4,1
1044,553,283,5,0
1412,1085,727,3,1
951,1026,1403,2,1
743,1136,2776,3,1
775,1265,2950,4,0
860,1276,2882,2,1
676,1371,2420,2,0
1008,1065,2410,5,0
1288,549,1763,2,0
1365,513,262,3,1
890,1370,874,3,1
1058,1485,512,3,1
1007,1447,1093,2,0
779,689,677,3,1
1323,1305,1557,5,0
1452,1217,2216,2,1
659,1147,1471,2,1
1459,762,2702,3,0
1228,1175,311,3,1
975,1019,589,2,1
706,1026,504,5,0
1454,958,538,2,0
951,459,552,3,0
1335,548,921,3,1
719,1437,2452,3,1
751,1151,830,2,1
1315,1058,1087,2,0
546,532,1535,2,1
1198,1542,2668,3,1
1011,1084,1115,3,0
719,1530,961,5,1
1178,656,1516,4,1
1199,727,2299,4,1
1332,1183,2015,5,0
1401,1025,749,3,0
880,1157,1962,3,0
966,402,2574,3,1
1009,910,1728,4,0
753,1228,1327,2,0
1434,926,252,5,1
812,497,2311,3,0
1323,1136,462,4,0
1214,1426,1124,4,1
781,503,2185,2,1
1392,1019,1463,5,1
864,1527,2194,2,0
606,1411,1994,5,1
741,889,150,4,0
552,728,2311,5,0
1245,1353,204,4,0
1421,1567,566,2,1
747,601,2589,3,0
1336,1244,1222,3,1
1036,1587,2923,2,0
741,1297,1688,2,0
1484,1485,2858,4,0
1181,1416,172,4,1
502,1113,2864,5,1
1352,1524,832,3,0
975,1263,743,2,0
1477,1288,2714,4,0
832,1133,1819,3,1
566,787,2971,2,1
1411,1589,683,2,1
1384,955,226,5,1
897,1308,823,2,0
1201,1378,1504,3,1
1107,608,2904,4,0
1166,1057,1401,3,1
1391,976,2711,2,1
925,1549,2452,2,1
1041,1331,2161,2,0
849,1537,962,2,1
506,938,2214,2,0
795,1404,557,5,1
1381,1010,681,5,0
1491,419,1833,5,1
1324,1053,1875,3,0
609,1303,2498,2,0
1450,1322,2248,2,0
1029,1001,2745,3,0
532,884,328,2,1
1409,1361,1956,2,0
854,415,1997,5,1
583,961,2330,4,1
1166,518,1801,3,1
989,1458,2390,5,1
525,568,1114,5,0
1155,570,2476,3,0
856,498,2209,2,0
817,1537,2914,2,0
1341,550,2624,5,1
528,1318,2671,4,0
1458,660,2155,5,1
1245,1075,2955,2,1
852,825,885,5,1
640,1001,2468,2,1
1193,858,1128,3,1
913,1251,1518,5,1
543,454,2931,4,1
737,952,2061,2,0
905,1552,2465,3,1
783,1488,2396,2,1
1093,1592,791,2,1
1199,430,2302,3,1
1243,1221,714,4,1
1232,907,2648,4,0
635,423,297,2,1
778,455,987,3,0
1248,1210,2892,5,0
976,1269,1059,2,1
1253,593,1548,5,0
767,775,1518,4,0
983,409,2864,4,0
768,1482,2129,2,1
980,1267,2741,3,0
930,866,1949,4,0
979,842,163,5,0
1105,598,2679,4,0
1036,608,1255,2,0
1416,873,1713,5,1
1023,522,1491,3,0
1462,1511,624,2,1
1147,490,2713,2,1
593,425,2361,3,0
1393,796,1310,5,1
1139,777,2500,3,1
947,856,1277,2,1
1250,743,986,2,1
578,440,2866,4,0
813,629,2725,4,1
1374,442,734,4,1
709,1334,1821,2,1
1241,1471,305,3,0
1364,1094,2403,3,1
680,581,2182,5,0
685,1122,1766,2,0
1435,1198,553,5,0
1156,1176,517,4,1
1232,1002,2005,2,1
1003,1365,1865,3,1
748,1375,313,4,1
1136,573,2257,4,0
1130,1558,2967,2,1
990,1243,1295,2,1
1378,813,2333,2,1
781,812,681,2,1
1203,1260,1876,3,1
592,659,2185,4,0
1110,405,848,4,0
911,877,2664,2,0
594,802,667,3,0
1286,1424,2367,5,0
955,1129,1134,3,1
1110,412,1655,4,1
1341,504,260,5,1
1175,570,2812,3,1
898,849,2680,4,1
750,910,1196,4,0
714,1494,1969,5,0
1219,836,492,5,1
915,799,2859,5,0
565,565,2711,4,0
1010,1580,696,5,0
1215,567,1690,5,0
933,1222,292,4,0
945,510,2121,4,0
784,1153,2099,2,1
665,507,2396,3,1
1187,617,1146,4,1
1157,1059,135,4,0
1334,622,1203,5,0
1495,1349,1284,2,0
1463,1191,2730,2,0
1346,1028,2417,5,0
825,1525,2778,5,0
907,1196,340,3,0
928,660,2728,4,1
815,1301,2262,2,1
581,625,2723,3,0
769,1036,647,5,1
744,1401,109,2,0
911,1505,1711,2,1
556,1415,2844,5,1
539,1111,2936,5,0
1354,722,2586,4,0
691,402,1579,3,0
1200,1551,1725,5,1
608,1538,1790,5,0
762,879,1803,3,0
1320,1283,994,2,0
1091,1463,1611,4,0
1336,1243,921,2,1
753,431,2556,5,1
654,468,2187,2,1
1456,1570,830,2,0
618,718,2515,3,0
1335,1145,742,5,1
1072,828,1799,3,0
1372,593,2617,4,0
1076,683,2961,3,1
909,939,2853,5,0
1077,923,324,3,0
519,958,178,4,1
1080,922,1463,3,1
1293,962,543,4,1
901,1327,1091,4,1
764,467,1324,2,0
1487,1418,2417,2,1
1235,871,2777,2,1
1256,1082,1386,3,0
598,1260,1562,3,0
1129,1345,1478,5,1
1199,835,1052,2,1
1249,1056,1776,5,0
1207,886,728,3,1
947,1418,189,2,0
820,1581,495,3,1
1187,1042,824,4,1
947,1216,1001,4,0
528,1199,1826,5,1
1483,607,1140,5,0
899,444,1710,4,0
1104,1294,1759,5,1
886,655,2611,5,0
948,1228,2486,5,0
560,777,2729,3,0
739,955,1536,2,0
1044,1121,294,5,1
725,844,2316,2,1
825,584,735,5,1
1407,1495,1492,3,1
586,1175,1326,4,1
1230,1490,143,3,1
691,812,684,5,0
690,1026,1042,3,1
1405,1401,727,4,0
1309,1079,1666,4,1
525,1386,1491,5,0
1450,892,850,4,0
1125,898,2779,2,0
1180,1269,1892,5,0
1219,1040,1761,3,1
1034,804,2713,3,0
1472,904,145,5,0
919,526,211,3,0
961,881,811,3,0
1201,430,2602,5,0
533,1502,468,3,1
836,520,753,3,0
851,1555,2342,4,1
